977746;ОК;887.99
977747;ОК;998.99
977748;ОК;221.99
977749;ОК;332.99
977750;ОК;5554.99
977751;ОК;5680.99
977752;ОК;808079.99
977753;ОК;1010100.99
977754;ОК;1000000.99
977755;ОК;7022.99
977756;ОК;7247.99
977757;ОК;7465.99
977758;ОК;8112.99
977759;ОК;8354.99
977760;ОК;2488.99
977356;ОК;3938.99
977357;ОК;4058.99
977358;ОК;4390.99
977359;ОК;4521.99
977360;ОК;5754.99
977361;ОК;5927.99
977362;ОК;6057.99
977363;ОК;6862.99
977364;ОК;7117.99
977365;ОК;7334.99
977366;ОК;7571.99
977367;ОК;7801.99
977368;ОК;8478.99
977369;ОК;8737.99
977370;ОК;2590.99
967884;ОК;2330.99
967885;ОК;2401.99
967886;ОК;2593.99
967887;ОК;2670.99
967888;ОК;3376.99
967889;ОК;3476.99
967890;ОК;3899.99
967891;ОК;4014.99
967892;ОК;4160.99
967893;ОК;4286.99
967894;ОК;4425.99
967895;ОК;4557.99
967896;ОК;4949.99
967897;ОК;5099.99
967898;ОК;1533.99
967899;ОК;3328.99
967900;ОК;3426.99
967901;ОК;3708.99
967902;ОК;3819.99
967903;ОК;4837.99
967904;ОК;4979.99
967905;ОК;5612.99
967906;ОК;5778.99
967907;ОК;5970.99
967908;ОК;6150.99
967909;ОК;6363.99
967910;ОК;6555.99
967911;ОК;7138.99
967912;ОК;7347.99
967913;ОК;2189.99
967734;ОК;7862.99
967735;ОК;8258.99
967736;ОК;8055.99
967737;ОК;8455.99
967738;ОК;10013.99
967739;ОК;10514.99
967740;ОК;11477.99
967741;ОК;12054.99
967742;ОК;12108.99
967743;ОК;12230.99
967744;ОК;12707.99
967745;ОК;12843.99
967746;ОК;14443.99
967747;ОК;15167.99
967748;ОК;5172.99
967719;ОК;6020.99
967720;ОК;6326.99
967721;ОК;6298.99
967722;ОК;6611.99
967723;ОК;7717.99
967724;ОК;8101.99
967725;ОК;9001.99
967726;ОК;9452.99
967727;ОК;9579.99
967728;ОК;9592.99
967729;ОК;10060.99
967730;ОК;10071.99
967731;ОК;11293.99
967732;ОК;11857.99
967733;ОК;3960.99
000013;ОК;7176
000014;ОК;20982
000015;ОК;12149
000017;ОК;5665000
000018;ОК;11658
000019;ОК;4379
000020;ОК;9512
000026;ОК;10496
978352;ОК;5724
978353;ОК;5724
